sensitivity_biomarker;cohorts_max;trial_struc;sharing_type;cohort_random;n_int;setting;Avg_Pat;Avg_Cohorts;PTP;PTT1ER;FWER;Disj_Power
0.65;7;no_plac;concurrent;0.01;50;Setting13;137,48;2,18;;0,05;0,10;
0.65;7;stop_post_back;concurrent;0.01;50;Setting6;111,57;2,00;;0,01;0,01;
0.9;7;all_plac;concurrent;0.01;50;Setting6;114,95;2,03;;0,01;0,01;
0.9;5;all_plac;cohort;0.01;50;Setting2;100,97;1,88;;0,00;0,00;
0.65;3;no_plac;cohort;0.01;50;Setting1;109,32;1,74;;0,04;0,07;
0.65;3;stop_post_mono;cohort;0.01;50;Setting6;90,55;1,65;;0,00;0,01;
0.65;5;stop_post_back;cohort;0.01;50;Setting1;103,19;1,90;;0,00;0,01;
0.65;5;stop_post_back;cohort;0.01;50;Setting13;102,98;1,89;;0,01;0,01;
0.65;3;no_plac;cohort;0.01;50;Setting2;108,46;1,73;;0,04;0,07;
0.9;5;stop_post_back;cohort;0.01;50;Setting13;103,03;1,90;;0,00;0,01;
0.9;7;no_plac;concurrent;0.01;50;Setting13;140,21;2,21;;0,04;0,09;
0.9;3;stop_post_back;cohort;0.01;50;Setting6;94,13;1,68;;0,01;0,01;
0.9;7;no_plac;concurrent;0.01;50;Setting1;137,51;2,18;;0,03;0,07;
0.9;5;stop_post_mono;cohort;0.01;50;Setting1;101,46;1,87;;0,00;0,01;
0.9;5;stop_post_back;cohort;0.01;50;Setting1;102,14;1,89;;0,00;0,01;
0.65;5;stop_post_mono;cohort;0.01;50;Setting13;102,57;1,88;;0,01;0,01;
0.65;5;all_plac;cohort;0.01;50;Setting2;101,66;1,88;;0,00;0,01;
0.65;5;stop_post_back;cohort;0.01;50;Setting2;102,10;1,88;;0,00;0,01;
0.65;7;no_plac;concurrent;0.01;50;Setting2;138,53;2,19;;0,05;0,10;
0.9;3;stop_post_mono;cohort;0.01;50;Setting6;93,58;1,67;;0,01;0,01;
0.65;7;stop_post_mono;concurrent;0.01;50;Setting6;112,57;2,01;;0,01;0,01;
0.65;5;stop_post_mono;cohort;0.01;50;Setting1;103,26;1,90;;0,01;0,01;
0.9;7;stop_post_back;concurrent;0.01;50;Setting6;118,19;2,06;;0,01;0,02;
0.9;3;no_plac;cohort;0.01;50;Setting2;107,90;1,72;;0,04;0,06;
0.9;7;no_plac;concurrent;0.01;50;Setting2;137,55;2,18;;0,04;0,08;
0.65;5;stop_post_mono;cohort;0.01;50;Setting2;102,55;1,88;;0,00;0,01;
0.9;5;stop_post_back;cohort;0.01;50;Setting2;101,50;1,87;;0,00;0,01;
0.9;7;stop_post_mono;concurrent;0.01;50;Setting6;117,69;2,05;;0,01;0,02;
0.9;7;all_plac;cohort;0.01;50;Setting1;106,90;1,99;;0,00;0,00;
0.9;5;stop_post_mono;cohort;0.01;50;Setting13;103,51;1,91;;0,00;0,01;
0.9;7;no_plac;concurrent;0.01;50;Setting6;140,80;2,22;;0,04;0,08;
0.9;5;all_plac;cohort;0.01;50;Setting6;106,21;1,91;;0,01;0,01;
0.65;3;no_plac;cohort;0.01;50;Setting6;108,90;1,74;;0,04;0,07;
0.65;7;all_plac;cohort;0.01;50;Setting13;107,49;1,99;;0,00;0,01;
0.65;7;no_plac;concurrent;0.01;50;Setting6;142,48;2,24;;0,05;0,10;
0.9;7;all_plac;cohort;0.01;50;Setting2;104,76;1,95;;0,00;0,01;
0.9;5;stop_post_mono;cohort;0.01;50;Setting2;101,96;1,87;;0,00;0,01;
0.65;5;stop_post_back;cohort;0.01;50;Setting6;103,85;1,89;;0,01;0,01;
0.65;7;all_plac;cohort;0.01;50;Setting1;108,76;2,01;;0,00;0,01;
0.9;5;stop_post_mono;cohort;0.01;50;Setting6;108,86;1,93;;0,01;0,02;
0.9;3;no_plac;cohort;0.01;50;Setting6;109,14;1,73;;0,04;0,06;
0.65;5;stop_post_mono;cohort;0.01;50;Setting6;104,44;1,90;;0,01;0,01;
0.9;7;all_plac;cohort;0.01;50;Setting13;106,05;1,98;;0,00;0,01;
0.65;5;no_plac;cohort;0.01;50;Setting13;126,97;2,03;;0,04;0,08;
0.65;7;all_plac;cohort;0.01;50;Setting2;107,93;2,00;;0,00;0,01;
0.9;5;stop_post_back;cohort;0.01;50;Setting6;108,01;1,92;;0,01;0,02;
0.65;7;all_plac;cohort;0.01;50;Setting6;109,72;2,01;;0,01;0,01;
0.9;5;no_plac;cohort;0.01;50;Setting13;126,34;2,03;;0,04;0,08;
0.9;5;no_plac;cohort;0.01;50;Setting1;125,60;2,02;;0,04;0,08;
0.65;5;no_plac;cohort;0.01;50;Setting1;128,96;2,05;;0,04;0,08;
0.9;7;all_plac;cohort;0.01;50;Setting6;114,45;2,05;;0,01;0,01;
0.65;5;no_plac;cohort;0.01;50;Setting2;128,53;2,05;;0,04;0,08;
0.9;5;no_plac;cohort;0.01;50;Setting2;128,11;2,05;;0,04;0,08;
0.9;7;stop_post_back;cohort;0.01;50;Setting1;107,81;1,99;;0,00;0,01;
0.65;7;stop_post_back;cohort;0.01;50;Setting13;109,52;2,00;;0,00;0,01;
0.9;7;stop_post_back;cohort;0.01;50;Setting2;105,04;1,93;;0,00;0,01;
0.9;7;stop_post_back;cohort;0.01;50;Setting13;106,83;1,97;;0,00;0,01;
0.65;7;stop_post_back;cohort;0.01;50;Setting1;108,15;1,99;;0,01;0,01;
0.65;3;all_plac;all;0.02;50;Setting13;117,96;2,18;;0,00;0,00;
0.65;7;stop_post_mono;cohort;0.01;50;Setting13;109,70;2,00;;0,01;0,01;
0.65;7;stop_post_back;cohort;0.01;50;Setting2;107,76;1,98;;0,00;0,01;
0.65;7;stop_post_back;cohort;0.01;50;Setting6;110,72;2,01;;0,01;0,01;
0.9;5;no_plac;cohort;0.01;50;Setting6;127,53;2,04;;0,04;0,07;
0.9;7;stop_post_mono;cohort;0.01;50;Setting13;107,17;1,97;;0,01;0,01;
0.65;7;stop_post_mono;cohort;0.01;50;Setting1;108,93;1,99;;0,01;0,01;
0.65;5;no_plac;cohort;0.01;50;Setting6;130,37;2,07;;0,04;0,09;
0.9;3;all_plac;all;0.02;50;Setting13;118,49;2,19;;0,00;0,00;
0.65;7;no_plac;cohort;0.01;50;Setting1;138,18;2,21;;0,04;0,09;
0.9;3;stop_post_back;all;0.02;50;Setting1;117,15;2,17;;0,00;0,01;
0.9;3;all_plac;all;0.02;50;Setting1;116,43;2,17;;0,00;0,00;
0.65;3;all_plac;all;0.02;50;Setting1;118,04;2,19;;0,00;0,00;
0.65;3;stop_post_back;all;0.02;50;Setting13;118,94;2,19;;0,00;0,01;
0.65;7;stop_post_mono;cohort;0.01;50;Setting2;108,38;1,98;;0,01;0,01;
0.9;7;no_plac;cohort;0.01;50;Setting13;137,25;2,20;;0,04;0,08;
0.65;3;stop_post_back;all;0.02;50;Setting1;118,76;2,19;;0,00;0,00;
0.65;3;stop_post_mono;all;0.02;50;Setting13;119,28;2,20;;0,00;0,01;
0.9;3;stop_post_back;all;0.02;50;Setting13;118,75;2,19;;0,00;0,00;
0.9;7;stop_post_mono;cohort;0.01;50;Setting2;106,92;1,96;;0,01;0,01;
0.9;3;all_plac;all;0.02;50;Setting2;117,73;2,19;;0,00;0,00;
0.65;7;no_plac;cohort;0.01;50;Setting13;138,17;2,21;;0,04;0,08;
0.9;7;stop_post_mono;cohort;0.01;50;Setting1;108,58;2,00;;0,01;0,01;
0.65;3;all_plac;all;0.02;50;Setting2;118,08;2,19;;0,00;0,00;
0.65;3;no_plac;all;0.02;50;Setting2;143,44;2,28;;0,05;0,11;
0.65;3;stop_post_mono;all;0.02;50;Setting1;118,81;2,19;;0,00;0,01;
0.65;7;no_plac;cohort;0.01;50;Setting6;136,76;2,19;;0,04;0,09;
0.65;3;stop_post_mono;all;0.02;50;Setting2;118,48;2,19;;0,00;0,01;
0.65;7;stop_post_mono;cohort;0.01;50;Setting6;112,42;2,03;;0,01;0,01;
0.9;3;stop_post_mono;all;0.02;50;Setting13;119,26;2,20;;0,00;0,01;
0.9;3;stop_post_back;all;0.02;50;Setting2;118,41;2,19;;0,00;0,00;
0.9;3;stop_post_mono;all;0.02;50;Setting1;117,32;2,17;;0,00;0,01;
0.65;3;stop_post_back;all;0.02;50;Setting2;118,73;2,20;;0,00;0,00;
0.9;7;stop_post_back;cohort;0.01;50;Setting6;116,55;2,06;;0,01;0,02;
0.65;7;no_plac;cohort;0.01;50;Setting2;140,54;2,24;;0,04;0,09;
0.9;7;no_plac;cohort;0.01;50;Setting2;139,79;2,24;;0,04;0,08;
0.65;3;stop_post_mono;all;0.02;50;Setting6;121,02;2,21;;0,00;0,01;
0.65;3;no_plac;all;0.02;50;Setting13;142,46;2,26;;0,05;0,10;
0.9;7;no_plac;cohort;0.01;50;Setting1;135,98;2,19;;0,04;0,09;
0.9;7;stop_post_mono;cohort;0.01;50;Setting6;116,56;2,06;;0,01;0,02;
0.9;3;stop_post_mono;all;0.02;50;Setting2;118,57;2,19;;0,00;0,00;
0.65;3;all_plac;all;0.02;50;Setting6;119,91;2,20;;0,00;0,01;
0.9;7;no_plac;cohort;0.01;50;Setting6;138,69;2,21;;0,04;0,08;
0.65;3;no_plac;all;0.02;50;Setting1;143,72;2,29;;0,04;0,10;
0.9;3;no_plac;all;0.02;50;Setting13;144,21;2,28;;0,04;0,09;
0.9;3;no_plac;all;0.02;50;Setting1;144,05;2,29;;0,03;0,08;
0.9;3;all_plac;all;0.02;50;Setting6;124,43;2,21;;0,01;0,01;
0.9;5;all_plac;all;0.02;50;Setting1;163,89;3,02;;0,00;0,00;
0.9;3;no_plac;all;0.02;50;Setting2;143,65;2,28;;0,04;0,09;
0.65;3;stop_post_back;all;0.02;50;Setting6;120,54;2,20;;0,00;0,01;
0.9;3;stop_post_back;all;0.02;50;Setting6;124,45;2,20;;0,01;0,02;
0.9;3;stop_post_mono;all;0.02;50;Setting6;123,67;2,18;;0,01;0,02;
0.65;5;all_plac;all;0.02;50;Setting13;166,52;3,05;;0,00;0,00;
0.65;5;all_plac;all;0.02;50;Setting1;164,24;3,02;;0,00;0,00;
0.9;5;all_plac;all;0.02;50;Setting13;165,43;3,02;;0,00;0,01;
0.65;3;no_plac;all;0.02;50;Setting6;142,35;2,27;;0,05;0,11;
0.9;5;all_plac;all;0.02;50;Setting2;163,34;3,00;;0,00;0,00;
0.9;3;no_plac;all;0.02;50;Setting6;143,90;2,28;;0,04;0,09;
0.65;5;all_plac;all;0.02;50;Setting2;165,21;3,04;;0,00;0,00;
0.65;5;stop_post_back;all;0.02;50;Setting13;168,70;3,06;;0,00;0,01;
0.65;5;stop_post_back;all;0.02;50;Setting1;166,11;3,02;;0,00;0,01;
0.9;5;stop_post_mono;all;0.02;50;Setting2;165,63;3,01;;0,00;0,01;
0.65;3;all_plac;dynamic;0.02;50;Setting13;117,38;2,18;;0,00;0,00;
0.9;5;stop_post_back;all;0.02;50;Setting13;168,98;3,05;;0,01;0,02;
0.9;5;stop_post_mono;all;0.02;50;Setting13;167,29;3,02;;0,01;0,02;
0.65;5;stop_post_mono;all;0.02;50;Setting13;169,27;3,06;;0,01;0,02;
0.9;5;stop_post_back;all;0.02;50;Setting1;167,63;3,05;;0,00;0,01;
0.65;5;stop_post_mono;all;0.02;50;Setting1;168,17;3,06;;0,00;0,01;
0.65;3;all_plac;dynamic;0.02;50;Setting1;118,33;2,20;;0,00;0,00;
0.9;3;all_plac;dynamic;0.02;50;Setting1;116,32;2,17;;0,00;0,00;
0.65;5;stop_post_back;all;0.02;50;Setting2;167,82;3,05;;0,00;0,01;
0.65;5;stop_post_mono;all;0.02;50;Setting2;166,40;3,02;;0,01;0,02;
0.65;5;no_plac;all;0.02;50;Setting13;208,18;3,26;;0,05;0,15;
0.9;5;stop_post_mono;all;0.02;50;Setting1;165,92;3,02;;0,00;0,01;
0.65;3;stop_post_back;dynamic;0.02;50;Setting13;118,31;2,19;;0,00;0,01;
0.9;5;stop_post_back;all;0.02;50;Setting2;164,65;3,00;;0,00;0,01;
0.65;5;all_plac;all;0.02;50;Setting6;169,51;3,07;;0,00;0,01;
0.65;5;no_plac;all;0.02;50;Setting6;206,64;3,25;;0,05;0,14;
0.65;5;no_plac;all;0.02;50;Setting1;206,25;3,24;;0,05;0,14;
0.9;5;no_plac;all;0.02;50;Setting13;209,05;3,24;;0,05;0,15;
0.65;3;stop_post_mono;dynamic;0.02;50;Setting13;118,89;2,20;;0,00;0,01;
0.65;3;all_plac;dynamic;0.02;50;Setting2;118,21;2,20;;0,00;0,00;
0.65;5;no_plac;all;0.02;50;Setting2;203,44;3,20;;0,05;0,14;
0.9;3;all_plac;dynamic;0.02;50;Setting13;116,46;2,17;;0,00;0,00;
0.9;3;all_plac;dynamic;0.02;50;Setting2;117,62;2,19;;0,00;0,00;
0.9;5;all_plac;all;0.02;50;Setting6;176,42;3,08;;0,01;0,02;
0.9;5;no_plac;all;0.02;50;Setting1;206,12;3,24;;0,03;0,11;
0.9;3;stop_post_back;dynamic;0.02;50;Setting13;116,79;2,17;;0,00;0,01;
0.65;5;stop_post_mono;all;0.02;50;Setting6;172,20;3,08;;0,01;0,02;
0.9;5;stop_post_mono;all;0.02;50;Setting6;178,92;3,09;;0,01;0,04;
0.65;7;all_plac;all;0.02;50;Setting1;203,31;3,72;;0,00;0,00;
0.65;5;stop_post_back;all;0.02;50;Setting6;170,62;3,07;;0,01;0,02;
0.65;3;stop_post_back;dynamic;0.02;50;Setting1;118,32;2,20;;0,00;0,01;
0.65;3;all_plac;dynamic;0.02;50;Setting6;120,21;2,21;;0,00;0,01;
0.9;3;all_plac;dynamic;0.02;50;Setting6;123,63;2,21;;0,00;0,01;
0.9;7;all_plac;all;0.02;50;Setting1;200,81;3,68;;0,00;0,00;
0.9;3;stop_post_back;dynamic;0.02;50;Setting1;116,35;2,17;;0,00;0,00;
0.9;3;stop_post_mono;dynamic;0.02;50;Setting1;116,49;2,17;;0,00;0,01;
0.9;5;no_plac;all;0.02;50;Setting2;207,28;3,26;;0,04;0,13;
0.9;7;all_plac;all;0.02;50;Setting2;202,26;3,70;;0,00;0,01;
0.9;3;stop_post_mono;dynamic;0.02;50;Setting2;117,86;2,19;;0,00;0,00;
0.65;7;all_plac;all;0.02;50;Setting13;204,11;3,72;;0,00;0,01;
0.9;5;stop_post_back;all;0.02;50;Setting6;179,62;3,10;;0,01;0,03;
0.65;3;no_plac;dynamic;0.02;50;Setting13;141,82;2,26;;0,05;0,10;
0.9;3;stop_post_mono;dynamic;0.02;50;Setting13;116,99;2,17;;0,00;0,01;
0.65;7;stop_post_back;all;0.02;50;Setting13;207,62;3,71;;0,01;0,03;
0.65;3;stop_post_back;dynamic;0.02;50;Setting6;120,37;2,21;;0,00;0,01;
0.9;3;no_plac;dynamic;0.02;50;Setting13;142,31;2,27;;0,04;0,08;
0.65;3;stop_post_mono;dynamic;0.02;50;Setting1;118,15;2,19;;0,00;0,01;
0.9;7;all_plac;all;0.02;50;Setting13;206,39;3,73;;0,00;0,01;
0.65;3;no_plac;dynamic;0.02;50;Setting2;142,72;2,28;;0,05;0,10;
0.65;3;no_plac;dynamic;0.02;50;Setting1;142,13;2,27;;0,04;0,10;
0.9;3;no_plac;dynamic;0.02;50;Setting2;142,31;2,27;;0,04;0,09;
0.9;5;no_plac;all;0.02;50;Setting6;207,45;3,27;;0,04;0,13;
0.65;7;all_plac;all;0.02;50;Setting2;204,49;3,74;;0,00;0,01;
0.9;3;stop_post_back;dynamic;0.02;50;Setting2;117,48;2,18;;0,00;0,00;
0.65;3;stop_post_back;dynamic;0.02;50;Setting2;117,98;2,19;;0,00;0,01;
0.9;7;stop_post_mono;all;0.02;50;Setting13;209,81;3,71;;0,01;0,04;
0.9;3;no_plac;dynamic;0.02;50;Setting1;142,10;2,28;;0,03;0,07;
0.65;7;stop_post_back;all;0.02;50;Setting2;208,57;3,74;;0,01;0,03;
0.65;3;stop_post_mono;dynamic;0.02;50;Setting2;117,72;2,18;;0,00;0,01;
0.9;7;stop_post_back;all;0.02;50;Setting1;204,52;3,67;;0,01;0,02;
0.65;7;stop_post_back;all;0.02;50;Setting1;209,41;3,75;;0,01;0,03;
0.65;7;stop_post_mono;all;0.02;50;Setting13;209,70;3,73;;0,01;0,04;
0.9;3;stop_post_back;dynamic;0.02;50;Setting6;123,24;2,21;;0,01;0,01;
0.65;3;no_plac;dynamic;0.02;50;Setting6;142,55;2,27;;0,05;0,10;
0.65;7;all_plac;all;0.02;50;Setting6;210,40;3,79;;0,00;0,01;
0.65;3;stop_post_mono;dynamic;0.02;50;Setting6;120,51;2,20;;0,00;0,01;
0.9;7;stop_post_back;all;0.02;50;Setting13;209,73;3,71;;0,01;0,04;
0.65;5;all_plac;dynamic;0.02;50;Setting1;162,60;3,00;;0,00;0,00;
0.9;7;stop_post_back;all;0.02;50;Setting2;205,57;3,70;;0,01;0,02;
0.9;3;stop_post_mono;dynamic;0.02;50;Setting6;123,13;2,20;;0,01;0,01;
0.65;7;stop_post_mono;all;0.02;50;Setting1;211,23;3,77;;0,01;0,03;
0.9;3;no_plac;dynamic;0.02;50;Setting6;143,02;2,28;;0,04;0,09;
0.65;7;no_plac;all;0.02;50;Setting13;260,96;4,03;;0,05;0,18;
0.65;7;no_plac;all;0.02;50;Setting2;258,39;4,04;;0,05;0,17;
0.9;7;all_plac;all;0.02;50;Setting6;218,83;3,78;;0,01;0,02;
0.65;7;no_plac;all;0.02;50;Setting1;260,79;4,07;;0,05;0,17;
0.65;7;stop_post_mono;all;0.02;50;Setting2;209,14;3,74;;0,01;0,03;
0.65;5;all_plac;dynamic;0.02;50;Setting13;163,76;3,01;;0,00;0,00;
0.9;7;no_plac;all;0.02;50;Setting1;260,81;4,06;;0,04;0,14;
0.65;5;all_plac;dynamic;0.02;50;Setting2;164,59;3,03;;0,00;0,00;
0.9;7;no_plac;all;0.02;50;Setting2;259,68;4,05;;0,04;0,16;
0.9;5;all_plac;dynamic;0.02;50;Setting13;164,43;3,03;;0,00;0,00;
0.9;7;no_plac;all;0.02;50;Setting13;266,05;4,08;;0,06;0,20;
0.65;7;stop_post_back;all;0.02;50;Setting6;214,37;3,78;;0,01;0,03;
0.9;7;stop_post_mono;all;0.02;50;Setting1;207,51;3,71;;0,01;0,03;
0.9;5;all_plac;dynamic;0.02;50;Setting1;162,13;3,02;;0,00;0,00;
0.65;5;stop_post_back;dynamic;0.02;50;Setting1;165,84;3,03;;0,00;0,01;
0.9;5;all_plac;dynamic;0.02;50;Setting2;164,96;3,04;;0,00;0,00;
0.65;5;stop_post_back;dynamic;0.02;50;Setting13;167,11;3,05;;0,00;0,01;
0.9;7;stop_post_mono;all;0.02;50;Setting2;206,12;3,69;;0,01;0,03;
0.65;7;stop_post_mono;all;0.02;50;Setting6;215,06;3,79;;0,01;0,04;
0.9;7;stop_post_back;all;0.02;50;Setting6;226,97;3,84;;0,02;0,05;
0.9;5;stop_post_back;dynamic;0.02;50;Setting13;166,17;3,03;;0,00;0,01;
0.65;5;no_plac;dynamic;0.02;50;Setting13;206,60;3,24;;0,05;0,14;
0.9;7;no_plac;all;0.02;50;Setting6;259,36;4,05;;0,04;0,16;
0.65;7;no_plac;all;0.02;50;Setting6;259,85;4,04;;0,04;0,16;
0.65;5;stop_post_back;dynamic;0.02;50;Setting2;167,25;3,05;;0,00;0,01;
0.9;5;stop_post_back;dynamic;0.02;50;Setting2;165,10;3,02;;0,00;0,01;
0.65;5;all_plac;dynamic;0.02;50;Setting6;168,09;3,06;;0,00;0,01;
0.65;5;stop_post_mono;dynamic;0.02;50;Setting13;168,67;3,07;;0,01;0,02;
0.9;5;stop_post_back;dynamic;0.02;50;Setting1;166,42;3,06;;0,00;0,01;
0.65;5;stop_post_mono;dynamic;0.02;50;Setting1;168,54;3,06;;0,00;0,01;
0.9;5;no_plac;dynamic;0.02;50;Setting13;206,63;3,24;;0,04;0,13;
0.65;5;stop_post_mono;dynamic;0.02;50;Setting2;166,08;3,02;;0,01;0,02;
0.9;5;stop_post_mono;dynamic;0.02;50;Setting1;164,53;3,01;;0,00;0,01;
0.9;3;all_plac;concurrent;0.02;50;Setting13;117,28;2,18;;0,00;0,00;
0.65;5;no_plac;dynamic;0.02;50;Setting1;205,17;3,24;;0,04;0,13;
0.9;5;all_plac;dynamic;0.02;50;Setting6;174,81;3,09;;0,00;0,02;
0.65;3;all_plac;concurrent;0.02;50;Setting13;118,46;2,18;;0,00;0,00;
0.9;5;no_plac;dynamic;0.02;50;Setting1;205,50;3,25;;0,03;0,10;
0.65;5;no_plac;dynamic;0.02;50;Setting2;206,19;3,25;;0,04;0,13;
0.9;5;no_plac;dynamic;0.02;50;Setting2;204,96;3,25;;0,04;0,12;
0.9;7;stop_post_mono;all;0.02;50;Setting6;229,68;3,88;;0,02;0,06;
0.9;3;all_plac;concurrent;0.02;50;Setting1;116,55;2,17;;0,00;0,00;
0.65;3;all_plac;concurrent;0.02;50;Setting1;118,11;2,19;;0,00;0,00;
0.65;5;stop_post_back;dynamic;0.02;50;Setting6;169,80;3,06;;0,01;0,02;
0.9;5;stop_post_mono;dynamic;0.02;50;Setting13;165,91;3,02;;0,01;0,01;
0.9;3;all_plac;concurrent;0.02;50;Setting2;117,40;2,18;;0,00;0,00;
0.9;5;stop_post_mono;dynamic;0.02;50;Setting2;166,83;3,04;;0,00;0,01;
0.65;3;all_plac;concurrent;0.02;50;Setting6;120,25;2,19;;0,00;0,01;
0.9;3;stop_post_back;concurrent;0.02;50;Setting13;117,44;2,18;;0,00;0,01;
0.9;3;stop_post_mono;concurrent;0.02;50;Setting2;118,63;2,19;;0,00;0,00;
0.65;5;stop_post_mono;dynamic;0.02;50;Setting6;170,90;3,07;;0,01;0,02;
0.65;5;no_plac;dynamic;0.02;50;Setting6;204,81;3,23;;0,04;0,14;
0.65;3;stop_post_back;concurrent;0.02;50;Setting1;118,05;2,18;;0,00;0,00;
0.9;3;stop_post_back;concurrent;0.02;50;Setting1;117,21;2,17;;0,00;0,01;
0.65;3;no_plac;concurrent;0.02;50;Setting1;142,72;2,27;;0,05;0,10;
0.9;5;stop_post_back;dynamic;0.02;50;Setting6;177,81;3,10;;0,01;0,03;
0.65;3;all_plac;concurrent;0.02;50;Setting2;118,49;2,19;;0,00;0,00;
0.9;3;no_plac;concurrent;0.02;50;Setting13;143,12;2,26;;0,04;0,08;
0.65;3;stop_post_back;concurrent;0.02;50;Setting13;119,83;2,21;;0,00;0,01;
0.9;3;stop_post_mono;concurrent;0.02;50;Setting13;117,76;2,18;;0,00;0,01;
0.65;3;no_plac;concurrent;0.02;50;Setting13;143,64;2,28;;0,05;0,11;
0.9;5;no_plac;dynamic;0.02;50;Setting6;204,79;3,24;;0,04;0,12;
0.65;3;stop_post_mono;concurrent;0.02;50;Setting13;119,62;2,20;;0,00;0,01;
0.9;3;no_plac;concurrent;0.02;50;Setting1;142,90;2,26;;0,03;0,07;
0.65;3;stop_post_mono;concurrent;0.02;50;Setting1;118,37;2,19;;0,00;0,01;
0.9;3;stop_post_mono;concurrent;0.02;50;Setting1;117,07;2,17;;0,00;0,01;
0.65;3;stop_post_back;concurrent;0.02;50;Setting2;119,08;2,19;;0,00;0,00;
0.9;3;stop_post_back;concurrent;0.02;50;Setting2;118,13;2,18;;0,00;0,00;
0.9;3;all_plac;concurrent;0.02;50;Setting6;123,29;2,19;;0,01;0,01;
0.65;3;stop_post_mono;concurrent;0.02;50;Setting2;119,20;2,20;;0,00;0,01;
0.65;7;all_plac;dynamic;0.02;50;Setting13;203,18;3,71;;0,00;0,01;
0.65;7;all_plac;dynamic;0.02;50;Setting1;200,15;3,67;;0,00;0,00;
0.65;3;stop_post_back;concurrent;0.02;50;Setting6;120,23;2,19;;0,00;0,01;
0.9;7;all_plac;dynamic;0.02;50;Setting1;200,88;3,70;;0,00;0,00;
0.65;3;no_plac;concurrent;0.02;50;Setting2;142,61;2,27;;0,05;0,11;
0.9;7;all_plac;dynamic;0.02;50;Setting13;200,95;3,67;;0,00;0,01;
0.65;7;stop_post_back;dynamic;0.02;50;Setting13;209,00;3,75;;0,01;0,03;
0.65;7;all_plac;dynamic;0.02;50;Setting2;205,22;3,76;;0,00;0,00;
0.9;3;no_plac;concurrent;0.02;50;Setting2;142,84;2,27;;0,04;0,09;
0.9;3;stop_post_mono;concurrent;0.02;50;Setting6;124,01;2,19;;0,01;0,02;
0.9;5;stop_post_mono;dynamic;0.02;50;Setting6;179,63;3,13;;0,01;0,03;
0.9;7;all_plac;dynamic;0.02;50;Setting2;202,53;3,73;;0,00;0,00;
0.9;7;stop_post_back;dynamic;0.02;50;Setting1;203,14;3,68;;0,00;0,01;
0.9;3;stop_post_back;concurrent;0.02;50;Setting6;124,25;2,19;;0,01;0,01;
0.65;3;stop_post_mono;concurrent;0.02;50;Setting6;120,87;2,20;;0,00;0,01;
0.65;5;all_plac;concurrent;0.02;50;Setting13;166,37;3,04;;0,00;0,01;
0.9;5;all_plac;concurrent;0.02;50;Setting13;164,26;3,02;;0,00;0,00;
0.65;7;stop_post_mono;dynamic;0.02;50;Setting13;208,98;3,73;;0,01;0,03;
0.9;7;stop_post_mono;dynamic;0.02;50;Setting13;209,70;3,73;;0,01;0,04;
0.65;7;no_plac;dynamic;0.02;50;Setting2;258,11;4,04;;0,04;0,16;
0.65;3;no_plac;concurrent;0.02;50;Setting6;143,79;2,28;;0,05;0,11;
0.9;5;all_plac;concurrent;0.02;50;Setting1;163,59;3,02;;0,00;0,00;
0.9;7;stop_post_back;dynamic;0.02;50;Setting13;208,86;3,73;;0,01;0,03;
0.65;5;all_plac;concurrent;0.02;50;Setting1;165,64;3,03;;0,00;0,01;
0.65;7;stop_post_back;dynamic;0.02;50;Setting1;205,85;3,71;;0,01;0,02;
0.65;5;all_plac;concurrent;0.02;50;Setting2;166,65;3,05;;0,00;0,00;
0.9;3;no_plac;concurrent;0.02;50;Setting6;144,23;2,28;;0,04;0,09;
0.65;7;all_plac;dynamic;0.02;50;Setting6;209,31;3,78;;0,00;0,01;
0.65;7;stop_post_mono;dynamic;0.02;50;Setting1;208,01;3,73;;0,01;0,03;
0.9;5;all_plac;concurrent;0.02;50;Setting2;165,36;3,03;;0,00;0,00;
0.65;7;stop_post_back;dynamic;0.02;50;Setting2;207,09;3,72;;0,01;0,02;
0.65;7;stop_post_mono;dynamic;0.02;50;Setting2;207,27;3,71;;0,01;0,03;
0.9;7;stop_post_mono;dynamic;0.02;50;Setting1;204,76;3,69;;0,01;0,02;
0.65;5;no_plac;concurrent;0.02;50;Setting13;206,51;3,24;;0,05;0,14;
0.9;7;stop_post_back;dynamic;0.02;50;Setting2;208,56;3,76;;0,01;0,02;
0.65;7;stop_post_back;dynamic;0.02;50;Setting6;213,25;3,77;;0,01;0,03;
0.9;7;stop_post_mono;dynamic;0.02;50;Setting2;206,21;3,70;;0,01;0,03;
0.65;7;no_plac;dynamic;0.02;50;Setting13;260,13;4,04;;0,05;0,18;
0.65;5;stop_post_mono;concurrent;0.02;50;Setting13;169,32;3,05;;0,01;0,02;
0.9;7;all_plac;dynamic;0.02;50;Setting6;218,16;3,82;;0,00;0,02;
0.9;5;stop_post_mono;concurrent;0.02;50;Setting13;166,79;3,02;;0,01;0,02;
0.9;5;stop_post_back;concurrent;0.02;50;Setting13;166,24;3,02;;0,00;0,01;
0.9;7;no_plac;dynamic;0.02;50;Setting13;261,18;4,04;;0,05;0,17;
0.65;5;stop_post_back;concurrent;0.02;50;Setting13;168,80;3,05;;0,01;0,02;
0.65;5;stop_post_back;concurrent;0.02;50;Setting1;167,26;3,03;;0,00;0,01;
0.9;5;no_plac;concurrent;0.02;50;Setting13;207,09;3,25;;0,04;0,12;
