Short Term Endpoint Quality,Maximum number of cohorts,Type of Data Sharing,Cohort Inclusion Rate,Final Cohort Sample Size,Interim Futility Stopping,Treatment Efficacy Setting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac_Th,Avg_Perc_Pat_Sup_Plac_Real,Avg_Pat_Comb,Avg_Pat_Mono,Avg_Pat_Back,Avg_Pat_Plac,Avg_Pat_Plac_First_Suc,Avg_Pat_Plac_Pool,Avg_Suc_Hist,Avg_Suc_Hist_Comb,Avg_Suc_Hist_Mono,Avg_Suc_Hist_Back,Avg_Suc_Hist_Plac,Avg_Suc_Bio,Avg_Suc_Bio_Comb,Avg_Suc_Bio_Mono,Avg_Suc_Bio_Back,Avg_Suc_Bio_Plac,Avg_Cohorts,Avg_Cohorts_First_Suc,Avg_TP,Avg_FP,Avg_TN,Avg_FN,Avg_any_P,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.65,3,all,0.03,100,Yes,Setting 12,159.8952,220.6137566,0.811138454,0.811138454,51.3754,51.3754,28.5722,28.5722,37.28968254,159.8952,43.7609,21.9776,11.6761,6.4855,3.6217,69.1492,24.5655,21.4914,11.9634,11.1289,2.588,2.925925926,0.087,0,0,2.501,0.0756,0,0.033616692,,,0.0756,0,0.0756
0.9,7,cohort,0.01,100,Yes,Setting 12,181.7256,232.559375,0.75,0.75,45.4314,45.4314,45.4314,45.4314,58.13984375,181.7256,49.4886,20.2975,11.2303,11.2749,6.6859,57.7445,20.7805,13.5104,13.5406,9.913,2.5362,3.5015625,0.1399,0,0,2.3963,0.128,0,0.055161265,,,0.128,0,0.128
0.65,5,all,0.03,100,Yes,Setting 5,237.5752,314.7636364,0.830400103,0.830400103,82.8536,82.8536,35.934,35.934,44.23636364,237.5752,43.9082,16.5339,16.5665,7.1773,3.6305,96.303,33.9726,33.9604,14.7098,13.6602,4.0053,4.727272727,0,0.0055,3.9998,0,0.0055,1,,0.001373181,0.0055,,0.0055,0
0.9,3,all,0.03,100,Yes,Setting 12,205.1044,226.0474517,0.817595828,0.817595828,67.112,67.112,35.4402,35.4402,36.68365554,205.1044,56.6322,28.7686,15.3206,8.0378,4.5052,65.8002,29.7328,18.9828,9.9565,7.1281,2.6938,2.920913884,0.3101,0,0,2.3837,0.2282,0,0.115116193,,,0.2282,0,0.2282
0.9,5,all,0.03,100,Yes,Setting 5,259.6292,297.8848168,0.83314849,0.83314849,91.0608,91.0608,38.7538,38.7538,41.31937173,259.6292,48.0407,18.162,18.2176,7.7597,3.9014,64.3976,23.6253,23.7001,10.0735,6.9987,4.0825,4.680628272,0,0.0195,4.063,0,0.0192,1,,0.004776485,0.0192,,0.0192,0
0.65,3,dynamic,0.03,100,Yes,Setting 5,148.9604,176.8,0.809319313,0.809319313,47.492,47.492,26.9882,26.9882,30.6,148.9604,27.0868,9.4832,9.5012,5.4153,2.6871,60.2293,19.5022,19.4597,11.0757,10.1917,2.5682,2.9,0,0.0031,2.5651,0,0.003,1,,0.001207071,0.003,,0.003,0
1,3,all,0.03,100,Yes,Setting 12,224.2244,213.5054037,0.821121946,0.821121946,74.0155,74.0155,38.0967,38.0967,34.11824539,224.2244,62.1836,31.7562,16.9355,8.6443,4.8476,62.1836,31.7562,16.9355,8.6443,4.8476,2.7339,2.883979657,0.4524,0,0,2.2815,0.316,0,0.165477889,,,0.316,0,0.316
1,7,cohort,0.01,100,Yes,Setting 12,208.964,229.0571737,0.75,0.75,52.241,52.241,52.241,52.241,57.26429342,208.964,57.545,23.5329,13.0332,13.0624,7.9165,57.545,23.5329,13.0332,13.0624,7.9165,2.7146,3.484358145,0.2074,0,0,2.5072,0.1854,0,0.07640168,,,0.1854,0,0.1854
0.9,3,dynamic,0.03,100,Yes,Setting 5,156.562,170.2372881,0.809884488,0.809884488,50.002,50.002,28.279,28.279,29.40677966,156.562,28.4995,10.0255,10.0205,5.6284,2.8251,38.4769,13.0254,13.0338,7.3262,5.0915,2.5857,2.644067797,0,0.0059,2.5798,0,0.0059,1,,0.002281781,0.0059,,0.0059,0
1,5,all,0.03,100,Yes,Setting 5,276.2668,307.2852665,0.835188878,0.835188878,97.2695,97.2695,40.8639,40.8639,40.98746082,276.2668,51.1152,19.4251,19.4616,8.1495,4.079,51.1152,19.4251,19.4616,8.1495,4.079,4.1531,4.742946708,0,0.0345,4.1186,0,0.0321,1,,0.008307048,0.0321,,0.0321,0
1,3,dynamic,0.03,100,Yes,Setting 5,161.6964,184.3214286,0.810461414,0.810461414,51.6715,51.6715,29.1767,29.1767,30.83928571,161.6964,29.4311,10.3497,10.3177,5.863,2.9007,29.4311,10.3497,10.3177,5.863,2.9007,2.6026,2.857142857,0,0.0113,2.5913,0,0.0112,1,,0.004341812,0.0112,,0.0112,0
0.65,7,all,0.03,100,Yes,Setting 5,321.3656,394.7619048,0.839967129,0.839967129,116.9006,116.9006,43.7822,43.7822,48.0952381,321.3656,59.8613,23.4251,23.2862,8.7743,4.3757,130.3561,47.884,47.8748,17.9603,16.637,5.3667,6.19047619,0,0.0087,5.358,0,0.0084,1,,0.001621108,0.0084,,0.0084,0
0.9,7,all,0.03,100,Yes,Setting 5,354.5336,421.0827068,0.843727985,0.843727985,130.0155,130.0155,47.2513,47.2513,51.57142857,354.5336,66.2257,26.0084,26.0411,9.438,4.7382,88.4368,33.763,33.8917,12.2411,8.541,5.505,6.492481203,0,0.0292,5.4758,0,0.0268,1,,0.005304269,0.0268,,0.0268,0
0.65,5,all,0.03,100,Yes,Setting 12,257.954,339.9813665,0.832668104,0.832668104,90.5418,90.5418,38.4352,38.4352,46.81832298,257.954,80.0579,41.3232,23.2069,9.6554,5.8724,114.4191,44.1383,38.77,16.3219,15.1889,4.0667,4.818322981,0.1751,0,0,3.8916,0.1291,0,0.043057024,,,0.1291,0,0.1291
1,7,all,0.03,100,Yes,Setting 5,380.3716,413.4512472,0.846911044,0.846911044,140.2633,140.2633,49.9225,49.9225,49.2585034,380.3716,71.0526,28.0519,28.0491,9.9477,5.0039,71.0526,28.0519,28.0491,9.9477,5.0039,5.6367,6.394557823,0,0.0502,5.5865,0,0.0444,1,,0.00890592,0.0444,,0.0444,0
1,5,all,0.03,100,Yes,Setting 12,370.3868,325.3536718,0.849861644,0.849861644,134.709,134.709,50.4844,50.4844,41.46349967,370.3868,117.3872,61.8143,34.904,12.8945,7.7744,117.3872,61.8143,34.904,12.8945,7.7744,4.4384,4.618653301,0.8968,0,0,3.5416,0.46,0,0.202054795,,,0.46,0,0.46
0.9,5,all,0.03,100,Yes,Setting 12,336.078,352.3318078,0.843000216,0.843000216,120.8825,120.8825,47.1565,47.1565,45.65703661,336.078,105.9247,55.3143,31.3129,11.9775,7.32,118.3757,56.3133,37.2018,14.2977,10.5629,4.2904,4.768592677,0.6172,0,0,3.6732,0.3503,0,0.143856051,,,0.3503,0,0.3503
0.65,3,dynamic,0.03,100,Yes,Setting 12,158.3928,212.0996169,0.810358303,0.810358303,50.668,50.668,28.5284,28.5284,36.55747126,158.3928,43.2392,21.659,11.5512,6.4332,3.5958,68.4168,24.2284,21.1978,11.9168,11.0738,2.596,2.908045977,0.0573,0,0,2.5387,0.0524,0,0.022072419,,,0.0524,0,0.0524
0.65,5,dynamic,0.03,100,Yes,Setting 5,235.16,302.2439024,0.829376896,0.829376896,81.6556,81.6556,35.9244,35.9244,41.29268293,235.16,43.3903,16.2872,16.3017,7.2038,3.5976,95.2584,33.5097,33.4367,14.6969,13.6151,3.9946,4.902439024,0,0.0041,3.9905,0,0.0041,1,,0.001026386,0.0041,,0.0041,0
0.9,3,dynamic,0.03,100,Yes,Setting 12,194.522,218.2601331,0.815027354,0.815027354,63.0988,63.0988,34.1622,34.1622,36.13127647,194.522,53.5971,27.1032,14.4681,7.7121,4.3137,62.2978,27.9725,17.9112,9.5629,6.8512,2.6733,2.906231095,0.2045,0,0,2.4688,0.1657,0,0.076497213,,,0.1657,0,0.1657
0.9,5,dynamic,0.03,100,Yes,Setting 5,249.98,308.5714286,0.830920477,0.830920477,87.0924,87.0924,37.8976,37.8976,43.95918367,249.98,46.1846,17.4548,17.3685,7.5659,3.7954,61.9429,22.6256,22.6206,9.8733,6.8234,4.0435,4.714285714,0,0.01,4.0335,0,0.0099,1,,0.002473105,0.0099,,0.0099,0
1,3,dynamic,0.03,100,Yes,Setting 12,211.5496,205.81491,0.817819369,0.817819369,69.0693,69.0693,36.7055,36.7055,33.99357326,211.5496,58.5078,29.6192,15.8197,8.3501,4.7188,58.5078,29.6192,15.8197,8.3501,4.7188,2.7159,2.839760069,0.2924,0,0,2.4235,0.2342,0,0.107662285,,,0.2342,0,0.2342
1,5,dynamic,0.03,100,Yes,Setting 5,260.9764,280.0993789,0.832560564,0.832560564,91.2518,91.2518,39.2364,39.2364,40.08695652,260.9764,48.229,18.2427,18.2123,7.8456,3.9284,48.229,18.2427,18.2123,7.8456,3.9284,4.0999,4.49068323,0,0.0168,4.0831,0,0.0161,1,,0.004097661,0.0161,,0.0161,0
0.65,7,all,0.03,100,Yes,Setting 12,351.2016,457.1945701,0.842645212,0.842645212,128.7274,128.7274,46.8734,46.8734,55.32635747,351.2016,120.7529,62.5036,36.8107,13.0602,8.3784,159.3344,63.891,56.2126,20.294,18.9368,5.4538,6.659502262,0.2788,0,0,5.175,0.1772,0,0.05112032,,,0.1772,0,0.1772
0.65,3,concurrent,0.03,100,Yes,Setting 5,153.3344,182.8421053,0.810300476,0.810300476,49.0653,49.0653,27.6019,27.6019,30.31578947,153.3344,27.8828,9.8006,9.8068,5.5247,2.7507,61.967,20.0687,20.1155,11.3391,10.4437,2.5836,2.894736842,0,0.004,2.5796,0,0.0039,1,,0.001548227,0.0039,,0.0039,0
1,3,concurrent,0.03,100,Yes,Setting 5,174.1488,196.2416107,0.812233922,0.812233922,56.0784,56.0784,30.996,30.996,32.20134228,174.1488,31.7378,11.1935,11.2388,6.1947,3.1108,31.7378,11.1935,11.2388,6.1947,3.1108,2.6221,2.912751678,0,0.0154,2.6067,0,0.0152,1,,0.005873155,0.0152,,0.0152,0
0.9,3,concurrent,0.03,100,Yes,Setting 5,165.8996,197.8715596,0.811329964,0.811329964,53.25,53.25,29.6998,29.6998,32.63302752,165.8996,30.2069,10.6264,10.7007,5.921,2.9588,40.7514,13.8241,13.9011,7.6887,5.3375,2.6074,2.844036697,0,0.0114,2.596,0,0.0109,1,,0.004372172,0.0109,,0.0109,0
0.65,7,dynamic,0.03,100,Yes,Setting 5,315.5204,390.6666667,0.839157093,0.839157093,114.4278,114.4278,43.3324,43.3324,51.2,315.5204,58.7468,22.9205,22.8752,8.626,4.3251,128.0108,46.8506,46.9328,17.7087,16.5187,5.3422,6.288888889,0,0.0048,5.3374,0,0.0046,1,,0.000898506,0.0046,,0.0046,0
0.9,7,all,0.03,100,Yes,Setting 12,472.0644,458.7692308,0.857373201,0.857373201,178.4144,178.4144,57.6178,57.6178,51.81672241,472.0644,165.4516,87.2416,51.4465,16.2598,10.5037,179.6201,87.6661,59.0518,18.7544,14.1478,5.8899,6.441917503,1.051,0,0,4.8389,0.4499,0,0.17844106,,,0.4499,0,0.4499
1,7,dynamic,0.03,100,Yes,Setting 5,355.1576,387.6653386,0.84301019,0.84301019,129.8594,129.8594,47.7194,47.7194,47.50996016,355.1576,66.2571,25.9817,25.9662,9.5275,4.7817,66.2571,25.9817,25.9662,9.5275,4.7817,5.4887,6.19123506,0,0.0267,5.462,0,0.0254,1,,0.00486454,0.0254,,0.0254,0
0.9,7,dynamic,0.03,100,Yes,Setting 5,338.7432,404.4183007,0.840770842,0.840770842,123.3766,123.3766,45.995,45.995,52.12418301,338.7432,63.2588,24.7141,24.7121,9.2251,4.6075,84.4823,32.1041,32.0766,12.0064,8.2952,5.4117,6.339869281,0,0.0158,5.3959,0,0.0153,1,,0.0029196,0.0153,,0.0153,0
1,7,all,0.03,100,Yes,Setting 12,515.5792,423.5401621,0.864684163,0.864684163,196.801,196.801,60.9886,60.9886,46.94528371,515.5792,181.1928,96.2008,56.7627,17.1642,11.0651,181.1928,96.2008,56.7627,17.1642,11.0651,6.1153,6.183124539,1.4421,0,0,4.6732,0.544,0,0.235818357,,,0.544,0,0.544
0.65,5,dynamic,0.03,100,Yes,Setting 12,253.9096,332.6,0.831704935,0.831704935,88.7297,88.7297,38.2251,38.2251,46.9076087,253.9096,78.7526,40.5557,22.7729,9.6319,5.7921,112.4586,43.2138,37.9395,16.2391,15.0662,4.0547,4.80326087,0.1081,0,0,3.9466,0.0924,0,0.026660419,,,0.0924,0,0.0924
1,5,dynamic,0.03,100,Yes,Setting 12,350.2924,330.4675615,0.845328403,0.845328403,126.3095,126.3095,48.8367,48.8367,43.02628635,350.2924,110.7929,58.027,32.785,12.4186,7.5623,110.7929,58.027,32.785,12.4186,7.5623,4.3515,4.611856823,0.575,0,0,3.7765,0.3589,0,0.132138343,,,0.3589,0,0.3589
0.9,5,dynamic,0.03,100,Yes,Setting 12,321.1724,352.7637162,0.840582577,0.840582577,114.7528,114.7528,45.8334,45.8334,46.66678859,321.1724,101.169,52.6289,29.7847,11.674,7.0814,113.0345,53.5486,35.3155,13.9248,10.2456,4.2539,4.768836869,0.4004,0,0,3.8535,0.2745,0,0.094125391,,,0.2745,0,0.2745
0.65,5,concurrent,0.03,100,Yes,Setting 5,241.0528,275.2222222,0.830089394,0.830089394,84.0178,84.0178,36.5086,36.5086,40.02777778,241.0528,44.5532,16.7928,16.757,7.3239,3.6795,97.6458,34.4611,34.3696,14.952,13.8631,4.0019,4.5,0,0.0074,3.9945,0,0.0073,1,,0.001849122,0.0073,,0.0073,0
0.9,5,concurrent,0.03,100,Yes,Setting 5,263.614,283.3658537,0.833444112,0.833444112,92.537,92.537,39.27,39.27,38.65243902,263.614,48.7937,18.4606,18.5439,7.8596,3.9296,65.4264,24.0087,24.122,10.2213,7.0744,4.0949,4.634146341,0,0.0169,4.078,0,0.0166,1,,0.004127085,0.0166,,0.0166,0
1,5,concurrent,0.03,100,Yes,Setting 5,280.5888,289.7106109,0.835237263,0.835237263,98.9347,98.9347,41.3597,41.3597,37.86173633,280.5888,52.0038,19.8726,19.8034,8.2339,4.0939,52.0038,19.8726,19.8034,8.2339,4.0939,4.1477,4.591639871,0,0.0336,4.1141,0,0.0313,1,,0.008100875,0.0313,,0.0313,0
0.65,3,concurrent,0.03,100,Yes,Setting 12,162.2532,216.6621067,0.810577135,0.810577135,52.0417,52.0417,29.0849,29.0849,36.3255814,162.2532,44.3703,22.3021,11.8797,6.5365,3.652,70.1291,24.8928,21.8528,12.1104,11.2731,2.5897,2.928864569,0.0832,0,0,2.5065,0.0731,0,0.032127273,,,0.0731,0,0.0731
0.9,3,concurrent,0.03,100,Yes,Setting 12,205.1628,219.8587767,0.817304284,0.817304284,67.0767,67.0767,35.5047,35.5047,35.51168573,205.1628,56.6326,28.7526,15.3094,8.0882,4.4824,65.8278,29.7323,18.9525,10.0152,7.1278,2.6929,2.894082546,0.2584,0,0,2.4345,0.202,0,0.095956033,,,0.202,0,0.202
0.65,7,dynamic,0.03,100,Yes,Setting 12,348.7104,447.9738941,0.8425855,0.8425855,127.4193,127.4193,46.9359,46.9359,55.80493111,348.7104,119.758,61.9101,36.4174,13.0882,8.3423,157.9365,63.1851,55.5317,20.3191,18.9006,5.4904,6.652646846,0.1808,0,0,5.3096,0.138,0,0.032930205,,,0.138,0,0.138
1,3,concurrent,0.03,100,Yes,Setting 12,225.3684,207.2852941,0.821743282,0.821743282,74.4537,74.4537,38.2305,38.2305,32.97132353,225.3684,62.5426,31.9203,17.0847,8.6831,4.8545,62.5426,31.9203,17.0847,8.6831,4.8545,2.7446,2.859558824,0.3617,0,0,2.3829,0.2727,0,0.131786053,,,0.2727,0,0.2727
0.65,7,concurrent,0.03,100,Yes,Setting 5,325.5628,380.5714286,0.839654656,0.839654656,118.3054,118.3054,44.476,44.476,47.62337662,325.5628,60.6987,23.6146,23.7274,8.9285,4.4282,132.0816,48.4914,48.5173,18.2403,16.8326,5.3638,6.246753247,0,0.0077,5.3561,0,0.0077,1,,0.001435549,0.0077,,0.0077,0
0.65,3,cohort,0.03,100,Yes,Setting 5,151.7748,189.5384615,0.75,0.75,37.9437,37.9437,37.9437,37.9437,47.38461538,151.7748,26.5098,7.5356,7.5815,7.609,3.7837,61.0207,15.514,15.5806,15.5312,14.3949,2.5869,2.961538462,0,0.0026,2.5843,0,0.0026,1,,0.001005064,0.0026,,0.0026,0
0.9,3,cohort,0.03,100,Yes,Setting 5,160.6444,172.5176471,0.75,0.75,40.1611,40.1611,40.1611,40.1611,43.12941176,160.6444,28.1097,8.0542,8.012,8.0417,4.0018,38.5566,10.449,10.4107,10.4776,7.2193,2.5963,2.823529412,0,0.0085,2.5878,0,0.0085,1,,0.00327389,0.0085,,0.0085,0
1,3,cohort,0.03,100,Yes,Setting 5,170.33,175.1818182,0.75,0.75,42.5825,42.5825,42.5825,42.5825,43.79545455,170.33,29.8176,8.5052,8.5272,8.5229,4.2623,29.8176,8.5052,8.5272,8.5229,4.2623,2.6213,2.78030303,0,0.0132,2.6081,0,0.0132,1,,0.005035669,0.0132,,0.0132,0
0.9,7,concurrent,0.03,100,Yes,Setting 5,358.0592,392.0333333,0.843834246,0.843834246,131.4039,131.4039,47.6257,47.6257,47.40416667,358.0592,66.9515,26.345,26.3334,9.5249,4.7482,89.3312,34.1907,34.223,12.3421,8.5754,5.5065,6.304166667,0,0.0255,5.481,0,0.0243,1,,0.004630891,0.0243,,0.0243,0
0.9,7,dynamic,0.03,100,Yes,Setting 12,450.0024,467.9521691,0.854064635,0.854064635,168.7831,168.7831,56.2181,56.2181,54.25166852,450.0024,157.5506,82.5618,48.8854,15.8576,10.2458,170.9535,82.9081,55.9456,18.2825,13.8173,5.8099,6.488876529,0.6482,0,0,5.1617,0.361,0,0.111568185,,,0.361,0,0.361
1,7,concurrent,0.03,100,Yes,Setting 5,382.1112,374.7692308,0.846949808,0.846949808,141.1403,141.1403,49.9153,49.9153,44.9025641,382.1112,71.4135,28.2717,28.172,9.9682,5.0016,71.4135,28.2717,28.172,9.9682,5.0016,5.6131,6.105128205,0,0.0418,5.5713,0,0.04,1,,0.007446865,0.04,,0.04,0
1,7,dynamic,0.03,100,Yes,Setting 12,492.228,437.2081174,0.860172158,0.860172158,186.5252,186.5252,59.5888,59.5888,49.45617444,492.228,173.0431,91.2086,54.047,16.9153,10.8722,173.0431,91.2086,54.047,16.9153,10.8722,5.9908,6.233592401,0.9439,0,0,5.0469,0.4648,0,0.157558256,,,0.4648,0,0.4648
0.65,5,concurrent,0.03,100,Yes,Setting 12,262.2316,332.6813627,0.833272099,0.833272099,92.0794,92.0794,39.0364,39.0364,45.16432866,262.2316,81.5143,42.0904,23.6496,9.8454,5.9289,116.2087,44.8113,39.3422,16.6272,15.428,4.09,4.789579158,0.1239,0,0,3.9661,0.1002,0,0.030293399,,,0.1002,0,0.1002
0.65,5,cohort,0.03,100,Yes,Setting 5,236.1244,277.8723404,0.75,0.75,59.0311,59.0311,59.0311,59.0311,69.46808511,236.1244,41.3363,11.8379,11.7909,11.7713,5.9362,94.9598,24.2156,24.1393,24.2109,22.394,4.0255,4.765957447,0,0.0047,4.0208,0,0.0047,1,,0.001167557,0.0047,,0.0047,0
0.9,5,concurrent,0.03,100,Yes,Setting 12,329.9464,342.4973384,0.842416553,0.842416553,118.5825,118.5825,46.3907,46.3907,43.94296578,329.9464,103.9168,54.3724,30.6035,11.7571,7.1838,116.2003,55.3701,36.3775,14.0434,10.4093,4.273,4.689353612,0.4063,0,0,3.8667,0.2647,0,0.09508542,,,0.2647,0,0.2647
0.9,5,cohort,0.03,100,Yes,Setting 5,250.7348,280.8372093,0.75,0.75,62.6837,62.6837,62.6837,62.6837,70.20930233,250.7348,43.9072,12.5537,12.523,12.5539,6.2766,60.1498,16.3255,16.2398,16.3116,11.2729,4.0661,4.666666667,0,0.0131,4.053,0,0.0129,1,,0.00322176,0.0129,,0.0129,0
1,5,concurrent,0.03,100,Yes,Setting 12,367.9984,322.7870968,0.849439133,0.849439133,133.8704,133.8704,50.1288,50.1288,40.84039271,367.9984,116.5205,61.3857,34.6415,12.7642,7.7291,116.5205,61.3857,34.6415,12.7642,7.7291,4.4176,4.543338008,0.5826,0,0,3.835,0.3584,0,0.131881565,,,0.3584,0,0.3584
1,5,cohort,0.03,100,Yes,Setting 5,269.944,288.3762376,0.75,0.75,67.486,67.486,67.486,67.486,72.09405941,269.944,47.1691,13.4249,13.5402,13.4671,6.7369,47.1691,13.4249,13.5402,13.4671,6.7369,4.162,4.747524752,0,0.0203,4.1417,0,0.0202,1,,0.004877463,0.0202,,0.0202,0
0.65,3,cohort,0.03,100,Yes,Setting 12,158.5708,201.1907757,0.75,0.75,39.6427,39.6427,39.6427,39.6427,50.29769392,158.5708,40.0968,16.9868,9.0767,9.0014,5.0319,67.4947,18.922,16.6062,16.5799,15.3866,2.6011,2.880503145,0.0485,0,0,2.5526,0.0477,0,0.018645957,,,0.0477,0,0.0477
0.9,3,all,0.01,200,Yes,Setting 5,282.0008,384.3137255,0.796456691,0.796456691,87.8239,87.8239,53.1765,53.1765,67.10457516,282.0008,51.0563,17.5241,17.5517,10.6518,5.3287,69.0286,22.786,22.792,13.884,9.5666,2.2601,2.725490196,0,0.0159,2.2442,0,0.0154,1,,0.007035087,0.0154,,0.0154,0
0.9,3,cohort,0.03,100,Yes,Setting 12,193.4752,204.5903022,0.75,0.75,48.3688,48.3688,48.3688,48.3688,51.14757554,193.4752,48.8775,20.67,10.9741,11.0781,6.1553,58.4532,21.3792,13.6393,13.6854,9.7493,2.68,2.869290232,0.1512,0,0,2.5288,0.1423,0,0.05641791,,,0.1423,0,0.1423
0.65,7,concurrent,0.03,100,Yes,Setting 12,351.9764,432.6156352,0.842988387,0.842988387,129.0959,129.0959,46.8923,46.8923,52.25977199,351.9764,120.8606,62.5792,36.9442,13.0206,8.3166,159.4954,63.9542,56.3116,20.3536,18.876,5.4534,6.491856678,0.1631,0,0,5.2903,0.124,0,0.029907947,,,0.124,0,0.124
1,3,cohort,0.03,100,Yes,Setting 12,212.3324,195.8937531,0.75,0.75,53.0831,53.0831,53.0831,53.0831,48.97343827,212.3324,53.7553,22.7128,12.1097,12.1568,6.776,53.7553,22.7128,12.1097,12.1568,6.776,2.7347,2.836202656,0.2186,0,0,2.5161,0.2033,0,0.079935642,,,0.2033,0,0.2033
0.65,3,all,0.01,200,Yes,Setting 5,255.0512,364.1311475,0.794939402,0.794939402,78.9859,78.9859,48.5397,48.5397,64.7704918,255.0512,46.1119,15.8027,15.8086,9.6764,4.8242,102.9876,32.4122,32.3387,19.8787,18.358,2.2194,2.639344262,0,0.0064,2.213,0,0.0061,1,,0.002883662,0.0061,,0.0061,0
0.65,7,cohort,0.03,100,Yes,Setting 5,319.904,357.0344828,0.75,0.75,79.976,79.976,79.976,79.976,89.25862069,319.904,55.9991,16.0155,15.9615,16.0312,7.9909,128.7232,32.8065,32.8083,32.7546,30.3538,5.4548,6.344827586,0,0.0058,5.449,0,0.0058,1,,0.001063284,0.0058,,0.0058,0
1,3,all,0.01,200,Yes,Setting 5,300.4444,363.2,0.797482091,0.797482091,93.8051,93.8051,56.4171,56.4171,62.86315789,300.4444,54.4038,18.7609,18.7325,11.2739,5.6365,54.4038,18.7609,18.7325,11.2739,5.6365,2.2885,2.715789474,0,0.0299,2.2586,0,0.0285,1,,0.013065327,0.0285,,0.0285,0
0.9,7,concurrent,0.03,100,Yes,Setting 12,460.3948,439.6973239,0.856839794,0.856839794,173.6749,173.6749,56.5225,56.5225,49.63272839,460.3948,160.9512,84.825,49.9439,15.8937,10.2886,174.8023,85.1879,57.3458,18.4069,13.8617,5.8906,6.282067056,0.5845,0,0,5.3061,0.3277,0,0.099225885,,,0.3277,0,0.3277
1,7,concurrent,0.03,100,Yes,Setting 12,509.954,422.5926103,0.86377751,0.86377751,194.3786,194.3786,60.5984,60.5984,47.04243147,509.954,178.8976,94.7758,56.0618,17.0463,11.0137,178.8976,94.7758,56.0618,17.0463,11.0137,6.0983,6.106078665,0.7945,0,0,5.3038,0.4223,0,0.13028221,,,0.4223,0,0.4223
0.9,7,cohort,0.03,100,Yes,Setting 5,340.11,368.2105263,0.75,0.75,85.0275,85.0275,85.0275,85.0275,92.05263158,340.11,59.498,16.9859,17.0181,16.9777,8.5163,81.5961,22.0577,22.1227,22.1008,15.3149,5.5311,6.514619883,0,0.0176,5.5135,0,0.0171,1,,0.003182007,0.0171,,0.0171,0
1,7,cohort,0.03,100,Yes,Setting 5,365.8108,371.8088737,0.75,0.75,91.4527,91.4527,91.4527,91.4527,92.95221843,365.8108,64.0364,18.3096,18.3464,18.2559,9.1245,64.0364,18.3096,18.3464,18.2559,9.1245,5.6407,6.372013652,0,0.0296,5.6111,0,0.0293,1,,0.005247576,0.0293,,0.0293,0
0.65,5,cohort,0.03,100,Yes,Setting 12,249.544,300.6787879,0.75,0.75,62.386,62.386,62.386,62.386,75.16969697,249.544,70.002,28.4429,15.9359,15.9345,9.6887,108.2339,30.318,26.6114,26.576,24.7285,4.0804,4.746969697,0.0677,0,0,4.0127,0.066,0,0.016591511,,,0.066,0,0.066
0.9,5,cohort,0.03,100,Yes,Setting 12,307.9396,303.4154786,0.75,0.75,76.9849,76.9849,76.9849,76.9849,75.85386965,307.9396,86.5882,35.1386,19.6747,19.7111,12.0638,100.116,35.8658,23.45,23.4633,17.3369,4.3081,4.672606925,0.2179,0,0,4.0902,0.1964,0,0.050579142,,,0.1964,0,0.1964
0.65,5,all,0.01,200,Yes,Setting 5,358.0168,566.9019608,0.80657224,0.80657224,119.6969,119.6969,59.3115,59.3115,82.66666667,358.0168,65.6638,23.9663,23.9289,11.8334,5.9352,144.9722,49.1124,49.0356,24.3202,22.504,3.1026,4.441176471,0,0.0103,3.0923,0,0.0102,1,,0.003319796,0.0102,,0.0102,0
1,5,cohort,0.03,100,Yes,Setting 12,340.6316,299.8196949,0.75,0.75,85.1579,85.1579,85.1579,85.1579,74.95492372,340.6316,95.9059,38.8965,21.7873,21.8846,13.3375,95.9059,38.8965,21.7873,21.8846,13.3375,4.4183,4.588765603,0.3294,0,0,4.0889,0.2884,0,0.074553561,,,0.2884,0,0.2884
0.9,5,all,0.01,200,Yes,Setting 5,411.7984,585.3071895,0.810014667,0.810014667,139.0019,139.0019,66.8973,66.8973,84.48039216,411.7984,75.7886,27.9078,27.8071,13.4052,6.6685,101.7671,36.1803,36.2132,17.402,11.9716,3.2439,4.464052288,0,0.032,3.2119,0,0.0307,1,,0.009864669,0.0307,,0.0307,0
1,5,all,0.01,200,Yes,Setting 5,449.0944,594.4491363,0.813421944,0.813421944,152.5996,152.5996,71.9476,71.9476,84.6621881,449.0944,82.5957,30.5531,30.5247,14.3444,7.1735,82.5957,30.5531,30.5247,14.3444,7.1735,3.38,4.571976967,0,0.0561,3.3239,0,0.0523,1,,0.016597633,0.0523,,0.0523,0
0.65,3,all,0.01,200,Yes,Setting 12,282.5644,411.2131148,0.796211196,0.796211196,87.9113,87.9113,53.3709,53.3709,72.51697892,282.5644,75.9352,37.507,19.9054,11.9305,6.5923,121.6528,41.9895,36.7405,22.2737,20.6491,2.266,2.781615925,0.2217,0,0,2.0443,0.1711,0,0.097837599,,,0.1711,0,0.1711
0.65,3,dynamic,0.01,200,Yes,Setting 5,249.5048,371.0857143,0.794338141,0.794338141,77.1428,77.1428,47.6096,47.6096,66.54285714,249.5048,45.1143,15.4187,15.4302,9.5043,4.7611,100.7274,31.5621,31.5777,19.5118,18.0758,2.2076,2.8,0,0.0035,2.2041,0,0.0035,1,,0.001585432,0.0035,,0.0035,0
