ShortTermEndpointQuality,Maximumnumberofcohorts,TypeofDataSharing,CohortInclusionRate,FinalCohortSampleSize,InterimFutilityStopping,TreatmentEfficacySetting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac,Avg_Cohorts,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.9,7,concurrent,0.01,200,Yes,12,774.7268,692.8993135,0.833946348,4.8478,0,0.258591526,,,0.5251,0,0.5251
1,7,concurrent,0.01,200,Yes,12,855.7228,622.1312451,0.840630736,5.1504,0,0.331314073,,,0.639,0,0.639
0.9,5,all,0.03,200,Yes,5,614.0472,666.5363636,0.869737127,4.8411,1,,0.009605255,0.0443,,0.0443,0
0.65,5,cohort,0.01,200,Yes,12,390.33,538.3959391,0.75,3.2272,0,0.05453644,,,0.1576,0,0.1576
1,5,all,0.03,200,Yes,5,644.1336,631.438914,0.870276331,4.8584,1,,0.014984357,0.0665,,0.0665,0
0.65,3,dynamic,0.03,200,Yes,5,330.2436,400.1632653,0.835420986,2.9087,1,,0.001718981,0.0049,,0.0049,0
0.9,3,dynamic,0.03,200,Yes,5,355.3932,409.3333333,0.834275668,2.9172,1,,0.004422049,0.0127,,0.0127,0
1,3,dynamic,0.03,200,Yes,5,371.4148,399.0555556,0.834287644,2.9245,1,,0.007591041,0.0217,,0.0217,0
0.65,7,all,0.03,200,Yes,5,786.57,877.8100559,0.8876825,6.7389,1,,0.002789773,0.0179,,0.0179,0
0.9,5,cohort,0.01,200,Yes,12,557.76,543.1795767,0.75,3.7171,0,0.165693686,,,0.4583,0,0.4583
0.9,7,all,0.03,200,Yes,5,867.3452,888.1551247,0.887656488,6.7473,1,,0.011649104,0.0724,,0.0724,0
0.65,3,all,0.03,200,Yes,12,364.2604,451.1545916,0.83570227,2.9149,0,0.099248688,,,0.217,0,0.217
1,7,all,0.03,200,Yes,5,904.9364,873.3580488,0.889249884,6.7904,1,,0.016965127,0.1031,,0.1031,0
0.9,3,all,0.03,200,Yes,12,466.4692,455.6485167,0.840572113,2.9488,0,0.312703473,,,0.5333,0,0.5333
1,3,all,0.03,200,Yes,12,485.8972,409.2386203,0.842650271,2.9595,0,0.413414428,,,0.6354,0,0.6354
1,5,cohort,0.01,200,Yes,12,625.19,508.2573542,0.75,3.8602,0,0.214418942,,,0.5813,0,0.5813
0.65,7,cohort,0.01,200,Yes,12,495.06,668.9035753,0.75,4.0872,0,0.052040517,,,0.1846,0,0.1846
0.65,5,dynamic,0.03,200,Yes,5,555.1992,639.4117647,0.869038817,4.82,1,,0.00219917,0.0102,,0.0102,0
0.9,5,dynamic,0.03,200,Yes,5,600.0384,648.0924092,0.868396132,4.8295,1,,0.006522414,0.0304,,0.0304,0
1,5,dynamic,0.03,200,Yes,5,620.3668,636.8910412,0.868503155,4.8391,1,,0.008865285,0.0414,,0.0414,0
0.65,3,concurrent,0.03,200,Yes,5,332.8988,401.4693878,0.83554762,2.9119,1,,0.001717092,0.0049,,0.0049,0
0.9,3,concurrent,0.03,200,Yes,5,368.2608,413.972093,0.834805646,2.9217,1,,0.007564089,0.0217,,0.0217,0
1,3,concurrent,0.03,200,Yes,5,388.4092,397.1346705,0.834789243,2.9229,1,,0.012521811,0.0351,,0.0351,0
0.65,5,all,0.03,200,Yes,12,616.6668,708.0536327,0.870109336,4.8269,0,0.110920052,,,0.3208,0,0.3208
0.9,7,cohort,0.01,200,Yes,12,729.19,680.4119836,0.75,4.8857,0,0.154696359,,,0.5107,0,0.5107
1,7,cohort,0.01,200,Yes,12,824.38,627.6045772,0.75,5.1411,0,0.197370213,,,0.6292,0,0.6292
0.65,7,dynamic,0.03,200,Yes,5,779.83,873.4520548,0.88668974,6.7168,1,,0.00220343,0.0146,,0.0146,0
1,5,all,0.03,200,Yes,12,794.0576,607.6908318,0.879910761,4.9214,0,0.440870484,,,0.73,0,0.73
0.9,5,all,0.03,200,Yes,12,784.2132,689.8093806,0.878428635,4.9035,0,0.359375956,,,0.6656,0,0.6656
1,7,dynamic,0.03,200,Yes,5,880.9128,882.2715328,0.887475937,6.7718,1,,0.011060575,0.069,,0.069,0
0.9,7,dynamic,0.03,200,Yes,5,849.1456,885.2270531,0.886885115,6.7452,1,,0.006552808,0.0416,,0.0416,0
0.65,5,concurrent,0.03,200,Yes,5,561.018,645.1968504,0.869313253,4.8163,1,,0.002699167,0.0127,,0.0127,0
0.9,5,concurrent,0.03,200,Yes,5,617.9588,667.8796992,0.869256542,4.8379,1,,0.008681453,0.0402,,0.0402,0
0.65,7,all,0.03,200,Yes,12,874.8832,956.5564356,0.888455391,6.7388,0,0.123983499,,,0.4042,0,0.4042
1,5,concurrent,0.03,200,Yes,5,644.6916,635.8640429,0.869726859,4.8443,1,,0.012261833,0.0562,,0.0562,0
0.65,3,dynamic,0.03,200,Yes,12,358.864,445.4058856,0.83460721,2.9089,0,0.075320568,,,0.1804,0,0.1804
0.9,7,all,0.03,200,Yes,12,1101.66,908.3967769,0.897836946,6.8312,0,0.376537065,,,0.7199,0,0.7199
0.9,3,dynamic,0.03,200,Yes,12,455.612,457.0621517,0.838790396,2.9467,0,0.242237079,,,0.4678,0,0.4678
1,7,all,0.03,200,Yes,12,1100.7612,777.6206984,0.899071969,6.8693,0,0.461968468,,,0.7848,0,0.7848
1,3,dynamic,0.03,200,Yes,12,480.1976,423.1613014,0.840753845,2.9588,0,0.32540219,,,0.5827,0,0.5827
0.65,3,cohort,0.03,200,Yes,5,329.83,393.0612245,0.75,2.9137,1,,0.001681711,0.0049,,0.0049,0
0.9,3,cohort,0.03,200,Yes,5,358.74,396.1437126,0.75,2.9206,1,,0.005820722,0.0167,,0.0167,0
0.65,5,dynamic,0.03,200,Yes,12,607.48,696.6236332,0.869053099,4.8241,0,0.087228706,,,0.2838,0,0.2838
0.65,7,concurrent,0.03,200,Yes,5,788.3752,833.2947977,0.886742346,6.7126,1,,0.002711319,0.0175,,0.0175,0
0.9,7,concurrent,0.03,200,Yes,5,867.9036,895.6591304,0.888112473,6.7625,1,,0.009212569,0.058,,0.058,0
1,3,cohort,0.03,200,Yes,5,380.21,367.804878,0.75,2.9312,1,,0.008563046,0.0246,,0.0246,0
1,7,concurrent,0.03,200,Yes,5,901.9476,851.4712644,0.888776948,6.7743,1,,0.014466439,0.0876,,0.0876,0
0.9,5,dynamic,0.03,200,Yes,12,768.5536,703.6864021,0.876108138,4.8855,0,0.274096817,,,0.6163,0,0.6163
1,5,dynamic,0.03,200,Yes,12,798.926,639.1559427,0.878715077,4.9207,0,0.352348243,,,0.7128,0,0.7128
0.65,3,concurrent,0.03,200,Yes,12,360.5784,445.6156218,0.835512758,2.9159,0,0.085016633,,,0.1952,0,0.1952
0.9,3,concurrent,0.03,200,Yes,12,469.1336,455.1045857,0.840860606,2.9534,0,0.278289429,,,0.4983,0,0.4983
0.65,5,cohort,0.03,200,Yes,5,545.07,591.3417722,0.75,4.8225,1,,0.001638154,0.0079,,0.0079,0
1,3,concurrent,0.03,200,Yes,12,496.6216,417.2287625,0.843028827,2.9647,0,0.364320167,,,0.5991,0,0.5991
0.65,7,dynamic,0.03,200,Yes,12,863.4744,943.747391,0.887386533,6.7282,0,0.094155941,,,0.3741,0,0.3741
0.9,5,cohort,0.03,200,Yes,5,594.69,605.4237288,0.75,4.8485,1,,0.00492936,0.0236,,0.0236,0
1,5,cohort,0.03,200,Yes,5,627.56,600.995122,0.75,4.8448,1,,0.008586526,0.041,,0.041,0
0.65,3,all,0.01,300,Yes,5,440.8104,626,0.811048391,2.5564,1,,0.003872633,0.0096,,0.0096,0
0.9,7,dynamic,0.03,200,Yes,12,1092.9368,934.8207171,0.896851467,6.834,0,0.291483758,,,0.7045,0,0.7045
0.9,3,all,0.01,300,Yes,5,496.424,607.5945946,0.812459687,2.6071,1,,0.011813893,0.0296,,0.0296,0
1,7,dynamic,0.03,200,Yes,12,1121.4552,834.9810537,0.899381983,6.8827,0,0.363549189,,,0.7725,0,0.7725
1,3,all,0.01,300,Yes,5,515.0128,560.386037,0.813078864,2.6211,1,,0.019228568,0.0487,,0.0487,0
0.65,5,concurrent,0.03,200,Yes,12,611.6184,700.1426979,0.869619565,4.8297,0,0.086050893,,,0.2694,0,0.2694
0.9,5,concurrent,0.03,200,Yes,12,782.8148,698.8511137,0.878003649,4.8999,0,0.287516072,,,0.5976,0,0.5976
1,5,concurrent,0.03,200,Yes,12,807.2,619.0465722,0.879645279,4.9137,0,0.369314366,,,0.6918,0,0.6918
0.65,7,cohort,0.03,200,Yes,5,762.49,793.6,0.75,6.7431,1,,0.001631297,0.011,,0.011,0
0.9,7,cohort,0.03,200,Yes,5,828.86,841.8780488,0.75,6.7449,1,,0.004907412,0.0328,,0.0328,0
0.65,3,cohort,0.03,200,Yes,12,352.72,422.5360825,0.75,2.9205,0,0.056325972,,,0.1552,0,0.1552
0.65,7,concurrent,0.03,200,Yes,12,864.8116,942.3698795,0.888362589,6.7497,0,0.084818585,,,0.3325,0,0.3325
1,7,cohort,0.03,200,Yes,5,877.66,808.2097649,0.75,6.7599,1,,0.008402491,0.0553,,0.0553,0
0.9,3,cohort,0.03,200,Yes,12,447.53,440.3600277,0.75,2.9488,0,0.176275095,,,0.4333,0,0.4333
1,7,concurrent,0.03,200,Yes,12,1127.96,811.4723242,0.899708641,6.8795,0,0.352423868,,,0.7362,0,0.7362
0.9,7,concurrent,0.03,200,Yes,12,1101.9484,917.9478207,0.897933948,6.8535,0,0.27477931,,,0.6525,0,0.6525
1,3,cohort,0.03,200,Yes,12,483.84,421.932576,0.75,2.9573,0,0.233963413,,,0.5458,0,0.5458
0.65,5,all,0.01,300,Yes,5,691.9152,933.8439716,0.833544863,3.9856,1,,0.003587916,0.0141,,0.0141,0
0.9,5,all,0.01,300,Yes,5,789.074,928.462069,0.83683204,4.1132,1,,0.014781678,0.058,,0.058,0
1,5,all,0.01,300,Yes,5,819.9716,896.5,0.837814016,4.1444,1,,0.02446675,0.0928,,0.0928,0
0.65,3,dynamic,0.01,300,Yes,5,435.5336,625.7714286,0.810309391,2.5484,1,,0.002746822,0.007,,0.007,0
0.65,7,all,0.01,300,Yes,5,931.4128,1218.177215,0.845299014,5.3371,1,,0.004590508,0.0237,,0.0237,0
0.65,5,cohort,0.03,200,Yes,12,586.6,649.1021335,0.75,4.836,0,0.050806452,,,0.2203,0,0.2203
0.9,3,dynamic,0.01,300,Yes,5,483.5276,596.8780488,0.812029981,2.5996,1,,0.008039698,0.0206,,0.0206,0
1,3,dynamic,0.01,300,Yes,5,503.336,580.8639053,0.812067583,2.6163,1,,0.013301227,0.0338,,0.0338,0
0.9,7,all,0.01,300,Yes,5,1084.2924,1261.966903,0.851351986,5.6004,1,,0.016730948,0.085,,0.085,0
0.9,5,cohort,0.03,200,Yes,12,736.11,678.5023156,0.75,4.9013,0,0.155530165,,,0.5614,0,0.5614
0.65,3,all,0.01,300,Yes,12,497.236,635.1795217,0.81268061,2.6035,0,0.162319954,,,0.297,0,0.297
1,7,all,0.01,300,Yes,5,1122.3076,1209.116279,0.851971044,5.6235,1,,0.026442607,0.1292,,0.1292,0
1,5,cohort,0.03,200,Yes,12,794.19,644.8438819,0.75,4.9254,0,0.209607342,,,0.6873,0,0.6873
0.9,3,all,0.01,300,Yes,12,660.996,609.3710581,0.821903272,2.7431,0,0.498669389,,,0.6786,0,0.6786
1,3,all,0.01,300,Yes,12,647.1832,520.4074168,0.822423661,2.7555,0,0.60860098,,,0.7874,0,0.7874
0.65,5,dynamic,0.01,300,Yes,5,684.5868,915.3235294,0.832853826,3.966,1,,0.003504791,0.0136,,0.0136,0
0.65,7,cohort,0.03,200,Yes,12,817.45,866.5734072,0.75,6.7352,0,0.04960506,,,0.2888,0,0.2888
0.9,5,dynamic,0.01,300,Yes,5,767.3212,940.8640777,0.834992153,4.0673,1,,0.010621297,0.0413,,0.0413,0
1,5,dynamic,0.01,300,Yes,5,793.598,901.065449,0.8359123,4.0961,1,,0.017211494,0.0657,,0.0657,0
0.9,7,cohort,0.03,200,Yes,12,1021.69,903.5621104,0.75,6.8657,0,0.145054401,,,0.6577,0,0.6577
0.65,3,concurrent,0.01,300,Yes,5,438.2856,576.6233766,0.810678325,2.5419,1,,0.00302923,0.0077,,0.0077,0
0.9,3,concurrent,0.01,300,Yes,5,494.1752,599.3909465,0.81243261,2.6131,1,,0.009643718,0.0243,,0.0243,0
1,3,concurrent,0.01,300,Yes,5,512.3396,559.1292517,0.812634595,2.6171,1,,0.017576707,0.0441,,0.0441,0
1,7,cohort,0.03,200,Yes,12,1099.82,852.0025954,0.75,6.8789,0,0.192210964,,,0.7706,0,0.7706
0.65,7,dynamic,0.01,300,Yes,5,920.9408,1194.745562,0.844288792,5.3042,1,,0.003261566,0.017,,0.017,0
0.65,5,all,0.01,300,Yes,12,791.9396,961.7386109,0.83624515,4.046,0,0.190113693,,,0.4019,0,0.4019
0.9,7,dynamic,0.01,300,Yes,5,1044.206,1250.967949,0.848710607,5.5038,1,,0.012373269,0.0624,,0.0624,0
1,5,all,0.01,300,Yes,12,1011.0464,712.0198558,0.851943373,4.4354,0,0.653898183,,,0.8463,0,0.8463
0.9,5,all,0.01,300,Yes,12,1068.2512,861.9922441,0.852231207,4.4417,0,0.55737668,,,0.7736,0,0.7736
1,7,dynamic,0.01,300,Yes,5,1096.1364,1210.484472,0.850779046,5.5902,1,,0.019176416,0.0966,,0.0966,0
0.65,5,concurrent,0.01,300,Yes,5,687.9832,884.6557377,0.833101872,3.9715,1,,0.003122246,0.0122,,0.0122,0
0.65,7,all,0.01,300,Yes,12,1109.4372,1262.932444,0.851148375,5.5382,0,0.217164422,,,0.4797,0,0.4797
0.9,5,concurrent,0.01,300,Yes,5,780.2552,888.7605634,0.836986699,4.1239,1,,0.010766507,0.0427,,0.0427,0
0.65,3,dynamic,0.01,300,Yes,12,492.5696,632.3097151,0.812041489,2.5958,0,0.139995377,,,0.2738,0,0.2738
1,5,concurrent,0.01,300,Yes,5,811.94,881.0087977,0.837670312,4.1355,1,,0.017700399,0.0683,,0.0683,0
1,7,all,0.01,300,Yes,12,1370.6064,854.219936,0.868284408,6.1393,0,0.677129314,,,0.8748,0,0.8748
0.9,3,dynamic,0.01,300,Yes,12,657.8008,615.3981707,0.821172611,2.7449,0,0.432620496,,,0.6561,0,0.6561
1,3,dynamic,0.01,300,Yes,12,662.0712,539.3826805,0.822647144,2.7709,0,0.535818687,,,0.7635,0,0.7635
0.9,7,all,0.01,300,Yes,12,1471.0048,1072.072529,0.869834763,6.1369,0,0.592286008,,,0.8054,0,0.8054
0.65,3,cohort,0.01,300,Yes,5,445.0176,551.1698113,0.75,2.5632,1,,0.002067728,0.0053,,0.0053,0
0.65,5,dynamic,0.01,300,Yes,12,788.1,955.350222,0.836236341,4.0668,0,0.156511262,,,0.383,0,0.383
0.65,7,concurrent,0.01,300,Yes,5,923.1872,1217.309942,0.845267262,5.3274,1,,0.003341217,0.0172,,0.0172,0
0.9,3,cohort,0.01,300,Yes,5,495.8648,590.7102804,0.75,2.5988,1,,0.008311528,0.0214,,0.0214,0
0.9,7,concurrent,0.01,300,Yes,5,1051.7352,1179.04,0.850278849,5.5629,1,,0.012133959,0.0627,,0.0627,0
1,3,cohort,0.01,300,Yes,5,523.7448,543.4918919,0.75,2.6276,1,,0.014423809,0.037,,0.037,0
1,7,concurrent,0.01,300,Yes,5,1103.932,1153.629938,0.852334998,5.6186,1,,0.019275264,0.0966,,0.0966,0
0.9,5,dynamic,0.01,300,Yes,12,1065.516,876.2069056,0.851149624,4.4245,0,0.479489208,,,0.7621,0,0.7621
1,5,dynamic,0.01,300,Yes,12,1046.11,744.9498455,0.852140351,4.473,0,0.56934943,,,0.8415,0,0.8415
0.65,3,concurrent,0.01,300,Yes,12,496.6868,627.1062591,0.812669079,2.6012,0,0.140627403,,,0.2751,0,0.2751
0.9,3,concurrent,0.01,300,Yes,12,656.4856,601.9627135,0.820979838,2.7289,0,0.432298728,,,0.6384,0,0.6384
1,3,concurrent,0.01,300,Yes,12,667.3404,528.4539615,0.822904304,2.7649,0,0.532713661,,,0.7476,0,0.7476
0.65,5,cohort,0.01,300,Yes,5,696.666,875.3448276,0.75,4.0035,1,,0.002897465,0.0116,,0.0116,0
0.65,3,all,0.03,300,Yes,5,512.2712,646.3050847,0.846512312,2.9841,1,,0.004054824,0.0118,,0.0118,0
0.65,7,dynamic,0.01,300,Yes,12,1094.67,1265.051304,0.850532204,5.5301,0,0.174282563,,,0.4601,0,0.4601
0.9,3,all,0.03,300,Yes,5,564.2776,626.0981595,0.843977901,2.9845,1,,0.011559725,0.0328,,0.0328,0
1,5,cohort,0.01,300,Yes,5,833.6668,856.3283082,0.75,4.1841,1,,0.014650701,0.0597,,0.0597,0
0.9,5,cohort,0.01,300,Yes,5,775.5244,893.0746269,0.75,4.0896,1,,0.008411581,0.0335,,0.0335,0
1,3,all,0.03,300,Yes,5,582.7116,604.172043,0.843504299,2.986,1,,0.019658406,0.0561,,0.0561,0
1,7,dynamic,0.01,300,Yes,12,1428.0108,904.0706875,0.869608463,6.2048,0,0.586868231,,,0.8775,0,0.8775
0.9,7,dynamic,0.01,300,Yes,12,1464.1404,1107.309182,0.868412091,6.0823,0,0.500057544,,,0.7952,0,0.7952
0.65,5,concurrent,0.01,300,Yes,12,786.1344,938.8046243,0.837468543,4.1038,0,0.137116819,,,0.3461,0,0.3461
1,5,concurrent,0.01,300,Yes,12,1064.0748,731.6290303,0.8524617,4.4583,0,0.521140345,,,0.8036,0,0.8036
0.9,5,concurrent,0.01,300,Yes,12,1066.0252,862.2308552,0.851150023,4.4216,0,0.430884748,,,0.7159,0,0.7159
0.65,7,cohort,0.01,300,Yes,5,927.4664,1177.189873,0.75,5.3563,1,,0.002968467,0.0158,,0.0158,0
0.65,5,all,0.03,300,Yes,5,862.0696,1007.11828,0.883513126,4.9687,1,,0.00386419,0.0187,,0.0187,0
0.9,7,cohort,0.01,300,Yes,5,1065.5004,1178.486957,0.75,5.5917,1,,0.008512617,0.046,,0.046,0
0.65,3,cohort,0.01,300,Yes,12,491.9044,610.0554723,0.75,2.5929,0,0.116240503,,,0.2668,0,0.2668
0.9,5,all,0.03,300,Yes,5,949.5868,991.9410029,0.881142221,4.9697,1,,0.014849991,0.068,,0.068,0
1,7,cohort,0.01,300,Yes,5,1127.4428,1153.808,0.75,5.652,1,,0.013765039,0.075,,0.075,0
0.65,7,concurrent,0.01,300,Yes,12,1056.514,1219.469461,0.849390247,5.4764,0,0.133463589,,,0.3915,0,0.3915
1,5,all,0.03,300,Yes,5,977.3648,931.2778335,0.881094594,4.977,1,,0.022503516,0.0999,,0.0999,0
1,3,cohort,0.01,300,Yes,12,689.9732,557.5003936,0.75,2.7632,0,0.417088882,,,0.7622,0,0.7622
0.9,7,concurrent,0.01,300,Yes,12,1472.6476,1079.207879,0.869034051,6.1242,0,0.415842069,,,0.7518,0,0.7518
0.9,3,cohort,0.01,300,Yes,12,661.216,618.3781125,0.75,2.7482,0,0.330834728,,,0.6506,0,0.6506
1,7,concurrent,0.01,300,Yes,12,1475.1056,901.1842355,0.870269657,6.1738,0,0.511467816,,,0.8427,0,0.8427
0.65,7,all,0.03,300,Yes,5,1212.0032,1358.061069,0.902856715,6.9523,1,,0.003998677,0.0266,,0.0266,0
0.65,3,dynamic,0.03,300,Yes,5,508.5988,628.6470588,0.846257389,2.9847,1,,0.002278286,0.0068,,0.0068,0
1,3,dynamic,0.03,300,Yes,5,568.4576,603.5245478,0.843954989,2.986,1,,0.013362358,0.0387,,0.0387,0
0.9,3,dynamic,0.03,300,Yes,5,551.7108,622.0571429,0.8438328,2.9855,1,,0.007067493,0.021,,0.021,0
0.9,7,all,0.03,300,Yes,5,1332.2312,1335.904366,0.901577831,6.9597,1,,0.015589752,0.0966,,0.0966,0
1,7,all,0.03,300,Yes,5,1383.61,1284.113731,0.901392357,6.9577,1,,0.023930322,0.1454,,0.1454,0
0.65,5,cohort,0.01,300,Yes,12,775.1576,904.7633675,0.75,4.1052,0,0.106937543,,,0.3516,0,0.3516
0.65,5,dynamic,0.03,300,Yes,5,854.1704,982.28125,0.883104146,4.9639,1,,0.002618909,0.0128,,0.0128,0
0.65,3,all,0.03,300,Yes,12,573.8244,686.8332344,0.845757118,2.9841,0,0.167454174,,,0.337,0,0.337
0.9,5,dynamic,0.03,300,Yes,5,927.666,983.9388646,0.880269411,4.9608,1,,0.009615385,0.046,,0.046,0
1,3,all,0.03,300,Yes,12,704.9364,566.9135677,0.848145654,2.9934,0,0.598817398,,,0.7882,0,0.7882
0.9,3,all,0.03,300,Yes,12,718.1904,661.3229617,0.848784233,2.9905,0,0.480421334,,,0.6945,0,0.6945
1,5,dynamic,0.03,300,Yes,5,955.2912,971.1179775,0.880663288,4.9705,1,,0.015491399,0.0716,,0.0716,0
0.65,3,concurrent,0.03,300,Yes,5,516.2044,621.8285714,0.845816642,2.986,1,,0.0035499,0.0105,,0.0105,0
0.9,3,concurrent,0.03,300,Yes,5,561.372,616.9446064,0.844021195,2.986,1,,0.011855325,0.0344,,0.0344,0
0.9,5,cohort,0.01,300,Yes,12,1060.3108,896.156563,0.75,4.446,0,0.304206028,,,0.7588,0,0.7588
1,5,cohort,0.01,300,Yes,12,1111.5416,790.1883786,0.75,4.4739,0,0.377746485,,,0.8536,0,0.8536
1,3,concurrent,0.03,300,Yes,5,579.7976,605.7676349,0.84354548,2.9844,1,,0.016887817,0.0484,,0.0484,0
0.65,7,dynamic,0.03,300,Yes,5,1201.9576,1302.666667,0.902154634,6.9413,1,,0.003371126,0.0228,,0.0228,0
0.9,7,dynamic,0.03,300,Yes,5,1312.206,1351.808096,0.900971077,6.9614,1,,0.010457667,0.067,,0.067,0
1,7,dynamic,0.03,300,Yes,5,1354.9,1324.463158,0.900671364,6.9565,1,,0.016703802,0.1046,,0.1046,0
0.65,7,cohort,0.01,300,Yes,12,1042.2068,1174.736688,0.75,5.5292,0,0.098730377,,,0.4094,0,0.4094
0.65,5,concurrent,0.03,300,Yes,5,856.4308,983.9,0.883238395,4.9658,1,,0.003383141,0.016,,0.016,0
0.65,5,all,0.03,300,Yes,12,969.0056,1070.201461,0.883483332,4.968,0,0.178562802,,,0.4518,0,0.4518
0.9,5,concurrent,0.03,300,Yes,5,938.2836,972.608229,0.881626834,4.9736,1,,0.012164227,0.0566,,0.0566,0
1,5,concurrent,0.03,300,Yes,5,974.2328,946.978236,0.881024226,4.9713,1,,0.019270613,0.0875,,0.0875,0
1,5,all,0.03,300,Yes,12,1149.8192,851.4229945,0.887450343,4.988,0,0.602826784,,,0.8402,0,0.8402
0.9,5,all,0.03,300,Yes,12,1191.02,999.9101812,0.88822122,4.98,0,0.50811245,,,0.7838,0,0.7838
0.9,7,cohort,0.01,300,Yes,12,1455.0596,1118.833374,0.75,6.1414,0,0.285488651,,,0.8174,0,0.8174
0.65,3,cohort,0.03,300,Yes,5,517.9116,604.7272727,0.75,2.9823,1,,0.002950743,0.0088,,0.0088,0
1,7,cohort,0.01,300,Yes,12,1534.9976,958.98953,0.75,6.2125,0,0.357392354,,,0.8978,0,0.8978
0.65,7,concurrent,0.03,300,Yes,5,1206.5516,1338.19469,0.902561443,6.9545,1,,0.003451003,0.0229,,0.0229,0
0.9,3,cohort,0.03,300,Yes,5,567.8748,614.989011,0.75,2.9856,1,,0.009177385,0.0273,,0.0273,0
0.9,7,concurrent,0.03,300,Yes,5,1318.192,1321.013464,0.901496454,6.9535,1,,0.013043791,0.0825,,0.0825,0
1,7,concurrent,0.03,300,Yes,5,1372.52,1270.359055,0.901491996,6.9655,1,,0.020802527,0.128,,0.128,0
1,3,cohort,0.03,300,Yes,5,593.6324,588.3211679,0.75,2.987,1,,0.013927017,0.0411,,0.0411,0
0.65,7,all,0.03,300,Yes,12,1382.7148,1467.555556,0.903569091,6.9573,0,0.185273023,,,0.5283,0,0.5283
0.65,3,dynamic,0.03,300,Yes,12,561.7868,677.3243878,0.844710287,2.9828,0,0.135845514,,,0.2982,0,0.2982
0.9,7,all,0.03,300,Yes,12,1659.208,1314.396793,0.909083451,6.979,0,0.516592635,,,0.8231,0,0.8231
1,7,all,0.03,300,Yes,12,1588.5608,1119.987548,0.908278112,6.9842,0,0.604750723,,,0.8674,0,0.8674
0.9,3,dynamic,0.03,300,Yes,12,714.822,670.4530354,0.847687647,2.9926,0,0.42207445,,,0.681,0,0.681
1,3,dynamic,0.03,300,Yes,12,716.3452,587.5667053,0.847374231,2.9922,0,0.525867255,,,0.778,0,0.778
0.65,5,cohort,0.03,300,Yes,5,861.5868,920.0268456,0.75,4.9703,1,,0.002997807,0.0149,,0.0149,0
0.65,5,dynamic,0.03,300,Yes,12,959.428,1061.645343,0.882566062,4.9696,0,0.146068094,,,0.4253,0,0.4253
0.9,5,dynamic,0.03,300,Yes,12,1197.5336,1022.252955,0.88757084,4.9864,0,0.433238408,,,0.7879,0,0.7879
1,5,dynamic,0.03,300,Yes,12,1180.9016,888.0113623,0.887116014,4.9861,0,0.520827902,,,0.8463,0,0.8463
0.65,3,all,0.01,400,Yes,5,625.4404,826.5742574,0.822292376,2.7353,1,,0.003729024,0.0101,,0.0101,0
1,5,cohort,0.03,300,Yes,5,990.2996,933.1260997,0.75,4.9733,1,,0.014095269,0.0682,,0.0682,0
0.9,5,cohort,0.03,300,Yes,5,944.8096,945.9011765,0.75,4.9672,1,,0.008737317,0.0425,,0.0425,0
0.9,3,all,0.01,400,Yes,5,701.9328,809.6509434,0.82234593,2.7709,1,,0.015879317,0.0425,,0.0425,0
0.65,3,concurrent,0.03,300,Yes,12,570.6244,681.1506502,0.845258709,2.9826,0,0.151478576,,,0.3153,0,0.3153
1,3,all,0.01,400,Yes,5,726.7932,775.5521936,0.822769692,2.7845,1,,0.025067337,0.0661,,0.0661,0
1,3,concurrent,0.03,300,Yes,12,715.2108,578.9309984,0.848211294,2.9921,0,0.559105645,,,0.7653,0,0.7653
0.9,3,concurrent,0.03,300,Yes,12,718.11,663.1806025,0.8482634,2.9924,0,0.452078599,,,0.6806,0,0.6806
0.65,7,dynamic,0.03,300,Yes,12,1364.2508,1443.080504,0.902591383,6.9541,0,0.150975683,,,0.5158,0,0.5158
0.9,7,dynamic,0.03,300,Yes,12,1679.4164,1351.358518,0.909009904,6.9816,0,0.42919961,,,0.8321,0,0.8321
1,7,dynamic,0.03,300,Yes,12,1636.6048,1160.294492,0.908130222,6.9797,0,0.515767153,,,0.8793,0,0.8793
0.65,7,cohort,0.03,300,Yes,5,1204.6116,1262.150538,0.75,6.9511,1,,0.002690222,0.0186,,0.0186,0
0.65,5,concurrent,0.03,300,Yes,12,955.7008,1060.485714,0.88290603,4.9652,0,0.146942721,,,0.406,0,0.406
0.9,7,cohort,0.03,300,Yes,5,1322.23,1310.295775,0.75,6.9555,1,,0.008453742,0.0568,,0.0568,0
1,5,concurrent,0.03,300,Yes,12,1174.3472,866.7526776,0.887583309,4.9885,0,0.543830811,,,0.8128,0,0.8128
0.9,5,concurrent,0.03,300,Yes,12,1194.0948,1015.535232,0.888320544,4.9877,0,0.442107585,,,0.7481,0,0.7481
1,7,cohort,0.03,300,Yes,5,1375.8816,1246.857778,0.75,6.9485,1,,0.013571274,0.09,,0.09,0
0.65,5,all,0.01,400,Yes,5,1017.1472,1255.345133,0.850245141,4.4167,1,,0.005252791,0.0226,,0.0226,0
1,5,all,0.01,400,Yes,5,1183.7116,1195.151616,0.8528055,4.4915,1,,0.030323945,0.1208,,0.1208,0
0.9,5,all,0.01,400,Yes,5,1153.7924,1255.533093,0.852702511,4.5082,1,,0.019741804,0.0832,,0.0832,0
